Project,StudyArea,Transect,Point,Protocol,Visit,Date,StartTime,EndTime,ObservTime,TimeBinID,TimeBin,Count,Spp,CommonName,ScientificName,DetectionCue,DistanceBinID,DistanceBin,PointNote,ObservationNote,Researcher,DataStatus,DuplicateIndividualInd,NoiseLevelCd,BreedingStatusKBOCd,DetectionLocationNm,KBO_History
CHRISADLAM,LS,P13,13,KBO_VRPC_4,2,7/8/18,6:01:00,6:11:00,6:09:00,9,9,1,HUVI,Hutton's Vireo,Vireo huttoni,S,65,65,MILL LS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P14,14,KBO_VRPC_4,1,7/6/18,8:02:00,8:12:00,8:02:00,1,1,1,PIWO,Pileated Woodpecker,Dryocopus pileatus,V,80,80,MILL HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P14,14,KBO_VRPC_4,1,7/6/18,8:02:00,8:12:00,8:02:00,1,1,1,SPTO,Spotted Towhee,Pipilo maculatus,C,40,40,MILL HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P14,14,KBO_VRPC_4,1,7/6/18,8:02:00,8:12:00,8:02:00,1,1,2,STJA,Steller's Jay,Cyanocitta stelleri,C,110,110,MILL HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P14,14,KBO_VRPC_4,1,7/6/18,8:02:00,8:12:00,8:02:00,1,1,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,C,90,90,MILL HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P14,14,KBO_VRPC_4,1,7/6/18,8:02:00,8:12:00,8:02:00,1,1,3,ACWO,Acorn Woodpecker,Melanerpes formicivorus,C,140,140,MILL HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P14,14,KBO_VRPC_4,1,7/6/18,8:02:00,8:12:00,8:02:00,1,1,1,WETA,Western Tanager,Piranga ludoviciana,C,100,100,MILL HS,,"Adlam, Christopher",CLEAN,,,,O,
CHRISADLAM,HS,P14,14,KBO_VRPC_4,1,7/6/18,8:02:00,8:12:00,8:02:00,1,1,1,PIWO,Pileated Woodpecker,Dryocopus pileatus,C,120,120,MILL HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P14,14,KBO_VRPC_4,1,7/6/18,8:02:00,8:12:00,8:02:00,1,1,1,STJA,Steller's Jay,Cyanocitta stelleri,C,80,80,MILL HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P14,14,KBO_VRPC_4,1,7/6/18,8:02:00,8:12:00,8:03:00,2,2,1,WREN,Wrentit,Chamaea fasciata,S,80,80,MILL HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P14,14,KBO_VRPC_4,1,7/6/18,8:02:00,8:12:00,8:03:00,2,2,1,SPTO,Spotted Towhee,Pipilo maculatus,S,55,55,MILL HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P14,14,KBO_VRPC_4,1,7/6/18,8:02:00,8:12:00,8:04:00,3,3,1,WETA,Western Tanager,Piranga ludoviciana,S,90,90,MILL HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P14,14,KBO_VRPC_4,1,7/6/18,8:02:00,8:12:00,8:04:00,3,3,1,RBSA,Red-breasted Sapsucker,Sphyrapicus ruber,C,85,85,MILL HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P14,14,KBO_VRPC_4,1,7/6/18,8:02:00,8:12:00,8:04:00,3,3,1,SPTO,Spotted Towhee,Pipilo maculatus,S,75,75,MILL HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P14,14,KBO_VRPC_4,1,7/6/18,8:02:00,8:12:00,8:04:00,3,3,1,AMRO,American Robin,Turdus migratorius,C,60,60,MILL HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P14,14,KBO_VRPC_4,1,7/6/18,8:02:00,8:12:00,8:08:00,7,7,1,HEWA,Hermit Warbler,Setophaga occidentalis,S,160,160,MILL HS,,"Adlam, Christopher",CLEAN,,,,O,
CHRISADLAM,HS,P14,14,KBO_VRPC_4,1,7/6/18,8:02:00,8:12:00,8:08:00,7,7,2,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,C,45,45,MILL HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P14,14,KBO_VRPC_4,2,7/8/18,6:23:00,6:33:00,6:23:00,1,1,1,RBNU,Red-breasted Nuthatch,Sitta canadensis,S,110,110,MILL HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P14,14,KBO_VRPC_4,2,7/8/18,6:23:00,6:33:00,6:23:00,1,1,1,WETA,Western Tanager,Piranga ludoviciana,S,40,40,MILL HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P14,14,KBO_VRPC_4,2,7/8/18,6:23:00,6:33:00,6:23:00,1,1,2,STJA,Steller's Jay,Cyanocitta stelleri,C,130,130,MILL HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P14,14,KBO_VRPC_4,2,7/8/18,6:23:00,6:33:00,6:23:00,1,1,3,ACWO,Acorn Woodpecker,Melanerpes formicivorus,C,120,120,MILL HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P14,14,KBO_VRPC_4,2,7/8/18,6:23:00,6:33:00,6:23:00,1,1,1,PAWR,Pacific Wren,Troglodytes pacificus,S,110,110,MILL HS,,"Adlam, Christopher",CLEAN,,,,O,
CHRISADLAM,HS,P14,14,KBO_VRPC_4,2,7/8/18,6:23:00,6:33:00,6:23:00,1,1,1,SPTO,Spotted Towhee,Pipilo maculatus,S,65,65,MILL HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P14,14,KBO_VRPC_4,2,7/8/18,6:23:00,6:33:00,6:24:00,2,2,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,C,85,85,MILL HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P14,14,KBO_VRPC_4,2,7/8/18,6:23:00,6:33:00,6:25:00,3,3,2,RBNU,Red-breasted Nuthatch,Sitta canadensis,V,70,70,MILL HS,VC,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,LS,P15,15,KBO_VRPC_4,1,7/7/18,6:02:00,6:12:00,6:02:00,1,1,1,STJA,Steller's Jay,Cyanocitta stelleri,C,90,90,SWILLUP LS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,LS,P15,15,KBO_VRPC_4,1,7/7/18,6:02:00,6:12:00,6:02:00,1,1,1,ACWO,Acorn Woodpecker,Melanerpes formicivorus,C,120,120,SWILLUP LS,,"Adlam, Christopher",CLEAN,,,,O,
CHRISADLAM,LS,P15,15,KBO_VRPC_4,2,7/9/18,7:53:00,8:03:00,7:53:00,1,1,1,NOFL,Northern Flicker,Colaptes auratus,C,120,120,SWILLUP LS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,LS,P15,15,KBO_VRPC_4,2,7/9/18,7:53:00,8:03:00,7:53:00,1,1,1,STJA,Steller's Jay,Cyanocitta stelleri,C,70,70,SWILLUP LS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,LS,P15,15,KBO_VRPC_4,2,7/9/18,7:53:00,8:03:00,7:53:00,1,1,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,C,85,85,SWILLUP LS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,LS,P15,15,KBO_VRPC_4,2,7/9/18,7:53:00,8:03:00,7:54:00,2,2,1,DOWO,Downy Woodpecker,Picoides pubescens,C,55,55,SWILLUP LS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,LS,P15,15,KBO_VRPC_4,2,7/9/18,7:53:00,8:03:00,7:57:00,5,5,1,TUVU,Turkey Vulture,Cathartes aura,F,30,30,SWILLUP LS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,LS,P15,15,KBO_VRPC_4,2,7/9/18,7:53:00,8:03:00,7:57:00,5,5,1,WETA,Western Tanager,Piranga ludoviciana,C,110,110,SWILLUP LS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,LS,P15,15,KBO_VRPC_4,2,7/9/18,7:53:00,8:03:00,7:58:00,6,6,1,CBCH,Chestnut-backed Chickadee,Poecile rufescens,C,75,75,SWILLUP LS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P16,16,KBO_VRPC_4,1,7/7/18,7:14:00,7:24:00,7:14:00,1,1,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,C,15,15,SWILLUP HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P16,16,KBO_VRPC_4,1,7/7/18,7:14:00,7:24:00,7:14:00,1,1,1,DOWO,Downy Woodpecker,Picoides pubescens,C,35,35,SWILLUP HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P16,16,KBO_VRPC_4,1,7/7/18,7:14:00,7:24:00,7:14:00,1,1,2,STJA,Steller's Jay,Cyanocitta stelleri,C,70,70,SWILLUP HS,,"Adlam, Christopher",CLEAN,,,,O,
CHRISADLAM,HS,P16,16,KBO_VRPC_4,1,7/7/18,7:14:00,7:24:00,7:14:00,1,1,2,BUSH,Bushtit,Psaltriparus minimus,C,40,40,SWILLUP HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P16,16,KBO_VRPC_4,1,7/7/18,7:14:00,7:24:00,7:14:00,1,1,1,NOFL,Northern Flicker,Colaptes auratus,C,110,110,SWILLUP HS,,"Adlam, Christopher",CLEAN,,,,O,
CHRISADLAM,HS,P16,16,KBO_VRPC_4,1,7/7/18,7:14:00,7:24:00,7:14:00,1,1,1,ACWO,Acorn Woodpecker,Melanerpes formicivorus,V,95,95,SWILLUP HS,VC,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P16,16,KBO_VRPC_4,1,7/7/18,7:14:00,7:24:00,7:15:00,2,2,1,SPTO,Spotted Towhee,Pipilo maculatus,C,70,70,SWILLUP HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P16,16,KBO_VRPC_4,1,7/7/18,7:14:00,7:24:00,7:15:00,2,2,1,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,C,45,45,SWILLUP HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P16,16,KBO_VRPC_4,1,7/7/18,7:14:00,7:24:00,7:15:00,2,2,2,ACWO,Acorn Woodpecker,Melanerpes formicivorus,V,40,40,SWILLUP HS,VC,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P16,16,KBO_VRPC_4,1,7/7/18,7:14:00,7:24:00,7:15:00,2,2,1,RUHU,Rufous Hummingbird,Selasphorus rufus,V,35,35,SWILLUP HS,VC,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P16,16,KBO_VRPC_4,1,7/7/18,7:14:00,7:24:00,7:20:00,7,7,1,WEWP,Western Wood-Pewee,Contopus sordidulus,V,40,40,SWILLUP HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P16,16,KBO_VRPC_4,1,7/7/18,7:14:00,7:24:00,7:22:00,9,9,1,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,V,60,60,SWILLUP HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P16,16,KBO_VRPC_4,1,7/7/18,7:14:00,7:24:00,7:22:00,9,9,1,TUVU,Turkey Vulture,Cathartes aura,F,100,100,SWILLUP HS,,"Adlam, Christopher",CLEAN,,,,O,
CHRISADLAM,HS,P16,16,KBO_VRPC_4,2,7/9/18,6:11:00,6:21:00,6:11:00,1,1,1,HAWO,Hairy Woodpecker,Picoides villosus,C,60,60,SWILLUP HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P16,16,KBO_VRPC_4,2,7/9/18,6:11:00,6:21:00,6:11:00,1,1,1,SPTO,Spotted Towhee,Pipilo maculatus,S,70,70,SWILLUP HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P16,16,KBO_VRPC_4,2,7/9/18,6:11:00,6:21:00,6:11:00,1,1,1,STJA,Steller's Jay,Cyanocitta stelleri,C,110,110,SWILLUP HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P16,16,KBO_VRPC_4,2,7/9/18,6:11:00,6:21:00,6:11:00,1,1,3,ACWO,Acorn Woodpecker,Melanerpes formicivorus,C,85,85,SWILLUP HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P16,16,KBO_VRPC_4,2,7/9/18,6:11:00,6:21:00,6:15:00,5,5,1,SPTO,Spotted Towhee,Pipilo maculatus,S,50,50,SWILLUP HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P16,16,KBO_VRPC_4,2,7/9/18,6:11:00,6:21:00,6:15:00,5,5,2,NOFL,Northern Flicker,Colaptes auratus,C,100,100,SWILLUP HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P16,16,KBO_VRPC_4,2,7/9/18,6:11:00,6:21:00,6:15:00,5,5,1,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,V,60,60,SWILLUP HS,VC,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P16,16,KBO_VRPC_4,2,7/9/18,6:11:00,6:21:00,6:16:00,6,6,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,C,90,90,SWILLUP HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P16,16,KBO_VRPC_4,2,7/9/18,6:11:00,6:21:00,6:16:00,6,6,1,NOFL,Northern Flicker,Colaptes auratus,C,45,45,SWILLUP HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P16,16,KBO_VRPC_4,2,7/9/18,6:11:00,6:21:00,6:20:00,10,10,1,HUVI,Hutton's Vireo,Vireo huttoni,S,75,75,SWILLUP HS,,"Adlam, Christopher",CLEAN,,,,O,
CHRISADLAM,HS,P16,16,KBO_VRPC_4,2,7/9/18,6:11:00,6:21:00,6:20:00,10,10,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,V,40,40,SWILLUP HS,VC,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,LS,P17,17,KBO_VRPC_4,1,7/7/18,8:13:00,8:23:00,8:13:00,1,1,1,SPTO,Spotted Towhee,Pipilo maculatus,S,90,90,SWILLUP LS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,LS,P17,17,KBO_VRPC_4,1,7/7/18,8:13:00,8:23:00,8:13:00,1,1,1,CAVI,Cassin's Vireo,Vireo cassinii,S,60,60,SWILLUP LS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,LS,P17,17,KBO_VRPC_4,1,7/7/18,8:13:00,8:23:00,8:13:00,1,1,1,STJA,Steller's Jay,Cyanocitta stelleri,C,70,70,SWILLUP LS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,LS,P17,17,KBO_VRPC_4,1,7/7/18,8:13:00,8:23:00,8:13:00,1,1,1,ACWO,Acorn Woodpecker,Melanerpes formicivorus,C,95,95,SWILLUP LS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,LS,P17,17,KBO_VRPC_4,1,7/7/18,8:13:00,8:23:00,8:14:00,2,2,1,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,S,75,75,SWILLUP LS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,LS,P17,17,KBO_VRPC_4,1,7/7/18,8:13:00,8:23:00,8:14:00,2,2,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,S,90,90,SWILLUP LS,,"Adlam, Christopher",CLEAN,,,,O,
CHRISADLAM,LS,P17,17,KBO_VRPC_4,1,7/7/18,8:13:00,8:23:00,8:15:00,3,3,1,RBNU,Red-breasted Nuthatch,Sitta canadensis,S,60,60,SWILLUP LS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,LS,P17,17,KBO_VRPC_4,1,7/7/18,8:13:00,8:23:00,8:16:00,4,4,1,HAWO,Hairy Woodpecker,Picoides villosus,C,110,110,SWILLUP LS,,"Adlam, Christopher",CLEAN,,,,O,
CHRISADLAM,LS,P17,17,KBO_VRPC_4,1,7/7/18,8:13:00,8:23:00,8:19:00,7,7,1,RBNU,Red-breasted Nuthatch,Sitta canadensis,S,45,45,SWILLUP LS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,LS,P17,17,KBO_VRPC_4,2,7/9/18,6:45:00,6:55:00,6:45:00,1,1,1,NOFL,Northern Flicker,Colaptes auratus,C,120,120,SWILLUP LS,,"Adlam, Christopher",CLEAN,,,,O,
CHRISADLAM,LS,P17,17,KBO_VRPC_4,2,7/9/18,6:45:00,6:55:00,6:45:00,1,1,2,ACWO,Acorn Woodpecker,Melanerpes formicivorus,C,150,150,SWILLUP LS,,"Adlam, Christopher",CLEAN,,,,O,
CHRISADLAM,LS,P17,17,KBO_VRPC_4,2,7/9/18,6:45:00,6:55:00,6:45:00,1,1,1,STJA,Steller's Jay,Cyanocitta stelleri,V,100,100,SWILLUP LS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,LS,P17,17,KBO_VRPC_4,2,7/9/18,6:45:00,6:55:00,6:45:00,1,1,1,SPTO,Spotted Towhee,Pipilo maculatus,S,110,110,SWILLUP LS,,"Adlam, Christopher",CLEAN,,,,O,
CHRISADLAM,LS,P17,17,KBO_VRPC_4,2,7/9/18,6:45:00,6:55:00,6:46:00,2,2,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,C,100,100,SWILLUP LS,,"Adlam, Christopher",CLEAN,,,,O,
CHRISADLAM,LS,P17,17,KBO_VRPC_4,2,7/9/18,6:45:00,6:55:00,6:51:00,7,7,2,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,C,70,70,SWILLUP LS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,LS,P17,17,KBO_VRPC_4,2,7/9/18,6:45:00,6:55:00,6:51:00,7,7,1,SPTO,Spotted Towhee,Pipilo maculatus,S,70,70,SWILLUP LS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,LS,P17,17,KBO_VRPC_4,2,7/9/18,6:45:00,6:55:00,6:54:00,10,10,1,HUVI,Hutton's Vireo,Vireo huttoni,C,60,60,SWILLUP LS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P18,18,KBO_VRPC_4,1,7/2/18,6:10:00,6:20:00,6:10:00,1,1,1,WAVI,Warbling Vireo,Vireo gilvus,S,65,65,Panther HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P18,18,KBO_VRPC_4,1,7/2/18,6:10:00,6:20:00,6:10:00,1,1,1,LAZB,Lazuli Bunting,Passerina amoena,S,90,90,Panther HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P18,18,KBO_VRPC_4,1,7/2/18,6:10:00,6:20:00,6:10:00,1,1,1,MGWA,MacGillivray's Warbler,Geothlypis tolmiei,S,35,35,Panther HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P18,18,KBO_VRPC_4,1,7/2/18,6:10:00,6:20:00,6:10:00,1,1,1,HOWR,House Wren,Troglodytes aedon,S,85,85,Panther HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P18,18,KBO_VRPC_4,1,7/2/18,6:10:00,6:20:00,6:10:00,1,1,1,WREN,Wrentit,Chamaea fasciata,S,90,90,Panther HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P18,18,KBO_VRPC_4,1,7/2/18,6:10:00,6:20:00,6:11:00,2,2,1,NAWA,Nashville Warbler,Oreothlypis ruficapilla,S,75,75,Panther HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P18,18,KBO_VRPC_4,1,7/2/18,6:10:00,6:20:00,6:10:00,1,1,1,HOWR,House Wren,Troglodytes aedon,S,60,60,Panther HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P18,18,KBO_VRPC_4,1,7/2/18,6:10:00,6:20:00,6:10:00,1,1,1,WREN,Wrentit,Chamaea fasciata,C,45,45,Panther HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P18,18,KBO_VRPC_4,1,7/2/18,6:10:00,6:20:00,6:11:00,2,2,1,MGWA,MacGillivray's Warbler,Geothlypis tolmiei,S,45,45,Panther HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P18,18,KBO_VRPC_4,1,7/2/18,6:10:00,6:20:00,6:14:00,5,5,1,SPTO,Spotted Towhee,Pipilo maculatus,S,85,85,Panther HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P18,18,KBO_VRPC_4,1,7/2/18,6:10:00,6:20:00,6:17:00,8,8,1,SPTO,Spotted Towhee,Pipilo maculatus,C,35,35,Panther HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P18,18,KBO_VRPC_4,2,7/4/18,7:06:00,7:16:00,7:06:00,1,1,1,LAZB,Lazuli Bunting,Passerina amoena,S,35,35,PANTHER HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P18,18,KBO_VRPC_4,2,7/4/18,7:06:00,7:16:00,7:06:00,1,1,1,SPTO,Spotted Towhee,Pipilo maculatus,S,60,60,PANTHER HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P18,18,KBO_VRPC_4,2,7/4/18,7:06:00,7:16:00,7:06:00,1,1,1,WREN,Wrentit,Chamaea fasciata,S,85,85,PANTHER HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P18,18,KBO_VRPC_4,2,7/4/18,7:06:00,7:16:00,7:06:00,1,1,1,LAZB,Lazuli Bunting,Passerina amoena,S,55,55,PANTHER HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P18,18,KBO_VRPC_4,2,7/4/18,7:06:00,7:16:00,7:06:00,1,1,1,RUHU,Rufous Hummingbird,Selasphorus rufus,V,10,10,PANTHER HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P18,18,KBO_VRPC_4,2,7/4/18,7:06:00,7:16:00,7:06:00,1,1,1,HOWR,House Wren,Troglodytes aedon,S,45,45,PANTHER HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P18,18,KBO_VRPC_4,2,7/4/18,7:06:00,7:16:00,7:06:00,1,1,1,HOWR,House Wren,Troglodytes aedon,S,80,80,PANTHER HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P18,18,KBO_VRPC_4,2,7/4/18,7:06:00,7:16:00,7:07:00,2,2,1,WAVI,Warbling Vireo,Vireo gilvus,S,110,110,PANTHER HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P18,18,KBO_VRPC_4,2,7/4/18,7:06:00,7:16:00,7:08:00,3,3,1,LAZB,Lazuli Bunting,Passerina amoena,S,80,80,PANTHER HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P18,18,KBO_VRPC_4,2,7/4/18,7:06:00,7:16:00,7:09:00,4,4,1,MGWA,MacGillivray's Warbler,Geothlypis tolmiei,S,60,60,PANTHER HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P18,18,KBO_VRPC_4,2,7/4/18,7:06:00,7:16:00,7:09:00,4,4,1,NAWA,Nashville Warbler,Oreothlypis ruficapilla,S,65,65,PANTHER HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P18,18,KBO_VRPC_4,2,7/4/18,7:06:00,7:16:00,7:10:00,5,5,1,STJA,Steller's Jay,Cyanocitta stelleri,C,90,90,PANTHER HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P18,18,KBO_VRPC_4,2,7/4/18,7:06:00,7:16:00,7:09:00,4,4,1,MGWA,MacGillivray's Warbler,Geothlypis tolmiei,S,70,70,PANTHER HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P18,18,KBO_VRPC_4,2,7/4/18,7:06:00,7:16:00,7:10:00,5,5,1,WAVI,Warbling Vireo,Vireo gilvus,S,60,60,PANTHER HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P18,18,KBO_VRPC_4,2,7/4/18,7:06:00,7:16:00,7:10:00,5,5,1,WREN,Wrentit,Chamaea fasciata,S,75,75,PANTHER HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P18,18,KBO_VRPC_4,2,7/4/18,7:06:00,7:16:00,7:12:00,7,7,1,MGWA,MacGillivray's Warbler,Geothlypis tolmiei,S,25,25,PANTHER HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P18,18,KBO_VRPC_4,2,7/4/18,7:06:00,7:16:00,7:14:00,9,9,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,S,140,140,PANTHER HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P19,19,KBO_VRPC_4,1,7/2/18,6:50:00,7:00:00,6:50:00,1,1,1,MGWA,MacGillivray's Warbler,Geothlypis tolmiei,S,30,30,Panther HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P19,19,KBO_VRPC_4,1,7/2/18,6:50:00,7:00:00,6:50:00,1,1,1,NAWA,Nashville Warbler,Oreothlypis ruficapilla,S,45,45,Panther HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P19,19,KBO_VRPC_4,1,7/2/18,6:50:00,7:00:00,6:50:00,1,1,1,LAZB,Lazuli Bunting,Passerina amoena,V,10,10,Panther HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P19,19,KBO_VRPC_4,1,7/2/18,6:50:00,7:00:00,6:50:00,1,1,1,SPTO,Spotted Towhee,Pipilo maculatus,S,70,70,Panther HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P19,19,KBO_VRPC_4,1,7/2/18,6:50:00,7:00:00,6:50:00,1,1,1,SPTO,Spotted Towhee,Pipilo maculatus,S,80,80,Panther HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P19,19,KBO_VRPC_4,1,7/2/18,6:50:00,7:00:00,6:50:00,1,1,1,WEWP,Western Wood-Pewee,Contopus sordidulus,S,80,80,Panther HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P19,19,KBO_VRPC_4,1,7/2/18,6:50:00,7:00:00,6:50:00,1,1,1,CAVI,Cassin's Vireo,Vireo cassinii,S,75,75,Panther HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P19,19,KBO_VRPC_4,1,7/2/18,6:50:00,7:00:00,6:50:00,1,1,1,PUFI,Purple Finch,Haemorhous purpureus,S,80,80,Panther HS,,"Adlam, Christopher",CLEAN,,,,,
CHRISADLAM,HS,P19,19,KBO_VRPC_4,1,7/2/18,6:50:00,7:00:00,6:50:00,1,1,1,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,S,300,300,Panther HS,,"Adlam, Christopher",CLEAN,,,,O,
CHRISADLAM,HS,P19,19,KBO_VRPC_4,1,7/2/18,6:50:00,7:00:00,6:51:00,2,2,1,MGWA,MacGillivray's Warbler,Geothlypis tolmiei,S,45,45,Panther HS,,"Adlam, Christopher",CLEAN,,,,,
