Project,Study Area,Transect,Point,Protocol,Visit,Date,Start Time,End Time,Observ Time,Time Bin ID,Time Bin,Count,Spp,Common Name,Scientific Name,Detection Cue,DistanceBin,DetectionLocationNm
CHRISADLAM,MULT,P206,206,KBO_VRPC_4,1,6/11/19,6:28:00,6:38:00,6:29:00,2,2,1,RBNU,Red-breasted Nuthatch,Sitta canadensis,S,45,
CHRISADLAM,MULT,P206,206,KBO_VRPC_4,1,6/11/19,6:28:00,6:38:00,6:29:00,2,2,1,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,S,95,
CHRISADLAM,MULT,P206,206,KBO_VRPC_4,1,6/11/19,6:28:00,6:38:00,6:31:00,4,4,1,BEWR,Bewick's Wren,Thryomanes bewickii,S,80,
CHRISADLAM,MULT,P206,206,KBO_VRPC_4,1,6/11/19,6:28:00,6:38:00,6:31:00,4,4,1,MOUQ,Mountain Quail,Oreortyx pictus,S,70,
CHRISADLAM,MULT,P206,206,KBO_VRPC_4,1,6/11/19,6:28:00,6:38:00,6:31:00,4,4,2,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,S,70,
CHRISADLAM,MULT,P206,206,KBO_VRPC_4,1,6/11/19,6:28:00,6:38:00,6:31:00,4,4,1,WETA,Western Tanager,Piranga ludoviciana,S,90,
CHRISADLAM,MULT,P206,206,KBO_VRPC_4,1,6/11/19,6:28:00,6:38:00,6:36:00,9,9,1,HAWO,Hairy Woodpecker,Picoides villosus,C,80,
CHRISADLAM,MULT,P206,206,KBO_VRPC_4,1,6/11/19,6:28:00,6:38:00,6:36:00,9,9,1,HUVI,Hutton's Vireo,Vireo huttoni,S,40,
CHRISADLAM,MULT,P206,206,KBO_VRPC_4,2,6/13/19,8:31:00,8:41:00,8:31:00,1,1,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,S,130,
CHRISADLAM,MULT,P206,206,KBO_VRPC_4,2,6/13/19,8:31:00,8:41:00,8:31:00,1,1,1,LAZB,Lazuli Bunting,Passerina amoena,S,65,
CHRISADLAM,MULT,P206,206,KBO_VRPC_4,2,6/13/19,8:31:00,8:41:00,8:31:00,1,1,1,LAZB,Lazuli Bunting,Passerina amoena,S,45,
CHRISADLAM,MULT,P206,206,KBO_VRPC_4,2,6/13/19,8:31:00,8:41:00,8:31:00,1,1,1,WETA,Western Tanager,Piranga ludoviciana,S,190,
CHRISADLAM,MULT,P206,206,KBO_VRPC_4,2,6/13/19,8:31:00,8:41:00,8:31:00,1,1,1,CBCH,Chestnut-backed Chickadee,Poecile rufescens,C,40,
CHRISADLAM,MULT,P206,206,KBO_VRPC_4,2,6/13/19,8:31:00,8:41:00,8:31:00,1,1,1,RBNU,Red-breasted Nuthatch,Sitta canadensis,S,40,
CHRISADLAM,MULT,P206,206,KBO_VRPC_4,2,6/13/19,8:31:00,8:41:00,8:31:00,1,1,1,CASJ,California Scrub-Jay,Aphelocoma californica,C,90,
CHRISADLAM,MULT,P206,206,KBO_VRPC_4,2,6/13/19,8:31:00,8:41:00,8:31:00,1,1,1,ACWO,Acorn Woodpecker,Melanerpes formicivorus,C,90,
CHRISADLAM,MULT,P206,206,KBO_VRPC_4,2,6/13/19,8:31:00,8:41:00,8:31:00,1,1,1,WREN,Wrentit,Chamaea fasciata,S,65,
CHRISADLAM,MULT,P206,206,KBO_VRPC_4,2,6/13/19,8:31:00,8:41:00,8:32:00,2,2,1,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,S,120,
CHRISADLAM,MULT,P206,206,KBO_VRPC_4,2,6/13/19,8:31:00,8:41:00,8:32:00,2,2,1,STJA,Steller's Jay,Cyanocitta stelleri,C,120,
CHRISADLAM,MULT,P206,206,KBO_VRPC_4,2,6/13/19,8:31:00,8:41:00,8:36:00,6,6,2,SPTO,Spotted Towhee,Pipilo maculatus,S,75,
CHRISADLAM,MULT,P206,206,KBO_VRPC_4,2,6/13/19,8:31:00,8:41:00,8:37:00,7,7,1,BEWR,Bewick's Wren,Thryomanes bewickii,S,60,
CHRISADLAM,MULT,P206,206,KBO_VRPC_4,2,6/13/19,8:31:00,8:41:00,8:37:00,7,7,1,RBNU,Red-breasted Nuthatch,Sitta canadensis,S,85,
CHRISADLAM,MULT,P206,206,KBO_VRPC_4,2,6/13/19,8:31:00,8:41:00,8:37:00,7,7,2,ACWO,Acorn Woodpecker,Melanerpes formicivorus,V,320,
CHRISADLAM,MULT,P206,206,KBO_VRPC_4,2,6/13/19,8:31:00,8:41:00,8:40:00,10,10,1,CAVI,Cassin's Vireo,Vireo cassinii,S,130,
CHRISADLAM,MULT,P206,206,KBO_VRPC_4,2,6/13/19,8:31:00,8:41:00,8:40:00,10,10,1,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,S,150,
CHRISADLAM,MULT,P206,206,KBO_VRPC_4,2,6/13/19,8:31:00,8:41:00,8:40:00,10,10,1,PSFL,Pacific-slope Flycatcher,Empidonax difficilis,S,160,
CHRISADLAM,MULT,P206,206,KBO_VRPC_4,2,6/13/19,8:31:00,8:41:00,8:40:00,10,10,1,HUVI,Hutton's Vireo,Vireo huttoni,S,45,
CHRISADLAM,MULT,P206,206,KBO_VRPC_4,2,6/13/19,8:31:00,8:41:00,8:40:00,10,10,1,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,S,55,
CHRISADLAM,MULT,P207,207,KBO_VRPC_4,2,6/13/19,8:00:00,8:10:00,8:00:00,1,1,1,PUFI,Purple Finch,Haemorhous purpureus,S,65,
CHRISADLAM,MULT,P207,207,KBO_VRPC_4,2,6/13/19,8:00:00,8:10:00,8:00:00,1,1,1,SPTO,Spotted Towhee,Pipilo maculatus,S,35,
CHRISADLAM,MULT,P207,207,KBO_VRPC_4,2,6/13/19,8:00:00,8:10:00,8:00:00,1,1,1,LAZB,Lazuli Bunting,Passerina amoena,S,45,
CHRISADLAM,MULT,P207,207,KBO_VRPC_4,2,6/13/19,8:00:00,8:10:00,8:00:00,1,1,1,LEGO,Lesser Goldfinch,Spinus psaltria,C,65,
CHRISADLAM,MULT,P207,207,KBO_VRPC_4,2,6/13/19,8:00:00,8:10:00,8:00:00,1,1,1,WETA,Western Tanager,Piranga ludoviciana,S,35,
CHRISADLAM,MULT,P207,207,KBO_VRPC_4,2,6/13/19,8:00:00,8:10:00,8:00:00,1,1,1,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,S,85,
CHRISADLAM,MULT,P207,207,KBO_VRPC_4,2,6/13/19,8:00:00,8:10:00,8:00:00,1,1,1,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,S,90,
CHRISADLAM,MULT,P207,207,KBO_VRPC_4,2,6/13/19,8:00:00,8:10:00,8:00:00,1,1,1,HAWO,Hairy Woodpecker,Picoides villosus,S,110,
CHRISADLAM,MULT,P207,207,KBO_VRPC_4,2,6/13/19,8:00:00,8:10:00,8:00:00,1,1,1,STJA,Steller's Jay,Cyanocitta stelleri,C,120,
CHRISADLAM,MULT,P207,207,KBO_VRPC_4,2,6/13/19,8:00:00,8:10:00,8:00:00,1,1,1,CAVI,Cassin's Vireo,Vireo cassinii,S,90,
CHRISADLAM,MULT,P207,207,KBO_VRPC_4,2,6/13/19,8:00:00,8:10:00,8:04:00,5,5,2,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,V,40,
CHRISADLAM,MULT,P207,207,KBO_VRPC_4,2,6/13/19,8:00:00,8:10:00,8:08:00,9,9,1,BRCR,Brown Creeper,Certhia americana,S,70,
CHRISADLAM,MULT,P207,207,KBO_VRPC_4,1,6/11/19,7:05:00,7:15:00,7:05:00,1,1,1,HAFL,Hammond's Flycatcher,Empidonax hammondii,S,40,
CHRISADLAM,MULT,P207,207,KBO_VRPC_4,1,6/11/19,7:05:00,7:15:00,7:05:00,1,1,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,S,45,
CHRISADLAM,MULT,P207,207,KBO_VRPC_4,1,6/11/19,7:05:00,7:15:00,7:05:00,1,1,1,BRCR,Brown Creeper,Certhia americana,S,60,
CHRISADLAM,MULT,P207,207,KBO_VRPC_4,1,6/11/19,7:05:00,7:15:00,7:05:00,1,1,1,HOWR,House Wren,Troglodytes aedon,V,25,
CHRISADLAM,MULT,P207,207,KBO_VRPC_4,1,6/11/19,7:05:00,7:15:00,7:05:00,1,1,1,STJA,Steller's Jay,Cyanocitta stelleri,C,60,
CHRISADLAM,MULT,P207,207,KBO_VRPC_4,1,6/11/19,7:05:00,7:15:00,7:05:00,1,1,2,PUFI,Purple Finch,Haemorhous purpureus,V,45,
CHRISADLAM,MULT,P207,207,KBO_VRPC_4,1,6/11/19,7:05:00,7:15:00,7:05:00,1,1,1,HAWO,Hairy Woodpecker,Picoides villosus,C,80,
CHRISADLAM,MULT,P207,207,KBO_VRPC_4,1,6/11/19,7:05:00,7:15:00,7:05:00,1,1,1,CAVI,Cassin's Vireo,Vireo cassinii,S,70,
CHRISADLAM,MULT,P207,207,KBO_VRPC_4,1,6/11/19,7:05:00,7:15:00,7:06:00,2,2,1,LAZB,Lazuli Bunting,Passerina amoena,S,70,
CHRISADLAM,MULT,P207,207,KBO_VRPC_4,1,6/11/19,7:05:00,7:15:00,7:06:00,2,2,1,WETA,Western Tanager,Piranga ludoviciana,S,75,
CHRISADLAM,MULT,P207,207,KBO_VRPC_4,1,6/11/19,7:05:00,7:15:00,7:06:00,2,2,1,LEGO,Lesser Goldfinch,Spinus psaltria,C,30,
CHRISADLAM,MULT,P207,207,KBO_VRPC_4,1,6/11/19,7:05:00,7:15:00,7:09:00,5,5,1,NAWA,Nashville Warbler,Oreothlypis ruficapilla,S,80,
CHRISADLAM,MULT,P207,207,KBO_VRPC_4,1,6/11/19,7:05:00,7:15:00,7:09:00,5,5,1,SPTO,Spotted Towhee,Pipilo maculatus,V,10,
CHRISADLAM,MULT,P207,207,KBO_VRPC_4,1,6/11/19,7:05:00,7:15:00,7:12:00,8,8,1,XXHU,Unid. Hummingbird,Trochilidae sp.,V,75,
CHRISADLAM,MULT,P207,207,KBO_VRPC_4,1,6/11/19,7:05:00,7:15:00,7:13:00,9,9,2,NOFL,Northern Flicker,Colaptes auratus,V,65,
CHRISADLAM,MULT,P208,208,KBO_VRPC_4,1,6/11/19,8:20:00,8:30:00,8:20:00,1,1,1,SPTO,Spotted Towhee,Pipilo maculatus,S,55,
CHRISADLAM,MULT,P208,208,KBO_VRPC_4,1,6/11/19,8:20:00,8:30:00,8:20:00,1,1,1,BEWR,Bewick's Wren,Thryomanes bewickii,S,55,
CHRISADLAM,MULT,P208,208,KBO_VRPC_4,1,6/11/19,8:20:00,8:30:00,8:20:00,1,1,1,STJA,Steller's Jay,Cyanocitta stelleri,C,60,
CHRISADLAM,MULT,P208,208,KBO_VRPC_4,1,6/11/19,8:20:00,8:30:00,8:20:00,1,1,1,LAZB,Lazuli Bunting,Passerina amoena,S,70,
CHRISADLAM,MULT,P208,208,KBO_VRPC_4,1,6/11/19,8:20:00,8:30:00,8:20:00,1,1,1,NAWA,Nashville Warbler,Oreothlypis ruficapilla,V,20,
CHRISADLAM,MULT,P208,208,KBO_VRPC_4,1,6/11/19,8:20:00,8:30:00,8:21:00,2,2,1,RBNU,Red-breasted Nuthatch,Sitta canadensis,S,40,
CHRISADLAM,MULT,P208,208,KBO_VRPC_4,1,6/11/19,8:20:00,8:30:00,8:22:00,3,3,1,WETA,Western Tanager,Piranga ludoviciana,V,20,
CHRISADLAM,MULT,P208,208,KBO_VRPC_4,1,6/11/19,8:20:00,8:30:00,8:22:00,3,3,1,CAVI,Cassin's Vireo,Vireo cassinii,S,65,
CHRISADLAM,MULT,P208,208,KBO_VRPC_4,1,6/11/19,8:20:00,8:30:00,8:23:00,4,4,1,BUSH,Bushtit,Psaltriparus minimus,C,30,
CHRISADLAM,MULT,P208,208,KBO_VRPC_4,1,6/11/19,8:20:00,8:30:00,8:25:00,6,6,1,MOUQ,Mountain Quail,Oreortyx pictus,S,100,
CHRISADLAM,MULT,P208,208,KBO_VRPC_4,1,6/11/19,8:20:00,8:30:00,8:25:00,6,6,1,NAWA,Nashville Warbler,Oreothlypis ruficapilla,S,60,
CHRISADLAM,MULT,P208,208,KBO_VRPC_4,1,6/11/19,8:20:00,8:30:00,8:26:00,7,7,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,S,65,
CHRISADLAM,MULT,P208,208,KBO_VRPC_4,1,6/11/19,8:20:00,8:30:00,8:26:00,7,7,1,WEWP,Western Wood-Pewee,Contopus sordidulus,S,75,
CHRISADLAM,MULT,P208,208,KBO_VRPC_4,1,6/11/19,8:20:00,8:30:00,8:28:00,9,9,2,XXHU,Unid. Hummingbird,Trochilidae sp.,V,10,
CHRISADLAM,MULT,P208,208,KBO_VRPC_4,1,6/11/19,8:20:00,8:30:00,8:29:00,10,10,1,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,S,120,
CHRISADLAM,MULT,P208,208,KBO_VRPC_4,1,6/11/19,8:20:00,8:30:00,8:20:00,1,1,1,STJA,Steller's Jay,Cyanocitta stelleri,C,170,
CHRISADLAM,MULT,P208,208,KBO_VRPC_4,1,6/11/19,8:20:00,8:30:00,8:20:00,1,1,1,LAZB,Lazuli Bunting,Passerina amoena,C,20,
CHRISADLAM,MULT,P208,208,KBO_VRPC_4,2,6/13/19,6:25:00,6:35:00,6:25:00,1,1,1,LAZB,Lazuli Bunting,Passerina amoena,S,30,
CHRISADLAM,MULT,P208,208,KBO_VRPC_4,2,6/13/19,6:25:00,6:35:00,6:25:00,1,1,1,BEWR,Bewick's Wren,Thryomanes bewickii,S,40,
CHRISADLAM,MULT,P208,208,KBO_VRPC_4,2,6/13/19,6:25:00,6:35:00,6:25:00,1,1,1,STJA,Steller's Jay,Cyanocitta stelleri,C,45,
CHRISADLAM,MULT,P208,208,KBO_VRPC_4,2,6/13/19,6:25:00,6:35:00,6:25:00,1,1,1,WETA,Western Tanager,Piranga ludoviciana,S,110,
CHRISADLAM,MULT,P208,208,KBO_VRPC_4,2,6/13/19,6:25:00,6:35:00,6:25:00,1,1,1,LAZB,Lazuli Bunting,Passerina amoena,S,60,
CHRISADLAM,MULT,P208,208,KBO_VRPC_4,2,6/13/19,6:25:00,6:35:00,6:26:00,2,2,1,SPTO,Spotted Towhee,Pipilo maculatus,S,65,
CHRISADLAM,MULT,P208,208,KBO_VRPC_4,2,6/13/19,6:25:00,6:35:00,6:26:00,2,2,1,MOUQ,Mountain Quail,Oreortyx pictus,C,90,
CHRISADLAM,MULT,P208,208,KBO_VRPC_4,2,6/13/19,6:25:00,6:35:00,6:26:00,2,2,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,S,140,
CHRISADLAM,MULT,P208,208,KBO_VRPC_4,2,6/13/19,6:25:00,6:35:00,6:27:00,3,3,1,CAVI,Cassin's Vireo,Vireo cassinii,S,65,
CHRISADLAM,MULT,P208,208,KBO_VRPC_4,2,6/13/19,6:25:00,6:35:00,6:27:00,3,3,1,BUSH,Bushtit,Psaltriparus minimus,V,25,
CHRISADLAM,MULT,P208,208,KBO_VRPC_4,2,6/13/19,6:25:00,6:35:00,6:27:00,3,3,1,SPTO,Spotted Towhee,Pipilo maculatus,S,30,
CHRISADLAM,MULT,P208,208,KBO_VRPC_4,2,6/13/19,6:25:00,6:35:00,6:27:00,3,3,1,LAZB,Lazuli Bunting,Passerina amoena,S,110,
CHRISADLAM,MULT,P208,208,KBO_VRPC_4,2,6/13/19,6:25:00,6:35:00,6:32:00,8,8,1,RBNU,Red-breasted Nuthatch,Sitta canadensis,S,45,
CHRISADLAM,MULT,P208,208,KBO_VRPC_4,2,6/13/19,6:25:00,6:35:00,6:34:00,10,10,1,NAWA,Nashville Warbler,Oreothlypis ruficapilla,V,20,
CHRISADLAM,MULT,P208,208,KBO_VRPC_4,2,6/13/19,6:25:00,6:35:00,6:34:00,10,10,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,V,25,
CHRISADLAM,MULT,P209,209,KBO_VRPC_4,1,6/11/19,8:46:00,8:56:00,8:46:00,1,1,1,RBNU,Red-breasted Nuthatch,Sitta canadensis,C,70,
CHRISADLAM,MULT,P209,209,KBO_VRPC_4,1,6/11/19,8:46:00,8:56:00,8:46:00,1,1,1,HOWR,House Wren,Troglodytes aedon,S,45,
CHRISADLAM,MULT,P209,209,KBO_VRPC_4,1,6/11/19,8:46:00,8:56:00,8:46:00,1,1,1,SPTO,Spotted Towhee,Pipilo maculatus,S,80,
CHRISADLAM,MULT,P209,209,KBO_VRPC_4,1,6/11/19,8:46:00,8:56:00,8:46:00,1,1,1,NAWA,Nashville Warbler,Oreothlypis ruficapilla,S,65,
CHRISADLAM,MULT,P209,209,KBO_VRPC_4,1,6/11/19,8:46:00,8:56:00,8:46:00,1,1,1,CAVI,Cassin's Vireo,Vireo cassinii,S,110,
CHRISADLAM,MULT,P209,209,KBO_VRPC_4,1,6/11/19,8:46:00,8:56:00,8:46:00,1,1,1,STJA,Steller's Jay,Cyanocitta stelleri,C,90,
CHRISADLAM,MULT,P209,209,KBO_VRPC_4,1,6/11/19,8:46:00,8:56:00,8:47:00,2,2,1,PSFL,Pacific-slope Flycatcher,Empidonax difficilis,S,110,
CHRISADLAM,MULT,P209,209,KBO_VRPC_4,1,6/11/19,8:46:00,8:56:00,8:49:00,4,4,1,WEWP,Western Wood-Pewee,Contopus sordidulus,S,150,
CHRISADLAM,MULT,P209,209,KBO_VRPC_4,1,6/11/19,8:46:00,8:56:00,8:49:00,4,4,1,WREN,Wrentit,Chamaea fasciata,S,170,
CHRISADLAM,MULT,P209,209,KBO_VRPC_4,1,6/11/19,8:46:00,8:56:00,8:51:00,6,6,1,HEWA,Hermit Warbler,Setophaga occidentalis,S,45,
CHRISADLAM,MULT,P209,209,KBO_VRPC_4,1,6/11/19,8:46:00,8:56:00,8:51:00,6,6,1,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,S,60,
CHRISADLAM,MULT,P209,209,KBO_VRPC_4,1,6/11/19,8:46:00,8:56:00,8:51:00,6,6,1,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,S,90,
CHRISADLAM,MULT,P209,209,KBO_VRPC_4,1,6/11/19,8:46:00,8:56:00,8:51:00,6,6,1,LAZB,Lazuli Bunting,Passerina amoena,S,170,
CHRISADLAM,MULT,P209,209,KBO_VRPC_4,1,6/11/19,8:46:00,8:56:00,8:46:00,1,1,1,MGWA,MacGillivray's Warbler,Geothlypis tolmiei,S,65,
CHRISADLAM,MULT,P209,209,KBO_VRPC_4,2,6/13/19,5:55:00,6:05:00,5:55:00,1,1,1,SPTO,Spotted Towhee,Pipilo maculatus,S,90,
CHRISADLAM,MULT,P209,209,KBO_VRPC_4,2,6/13/19,5:55:00,6:05:00,5:55:00,1,1,1,STJA,Steller's Jay,Cyanocitta stelleri,C,150,
CHRISADLAM,MULT,P209,209,KBO_VRPC_4,2,6/13/19,5:55:00,6:05:00,5:55:00,1,1,1,HOWR,House Wren,Troglodytes aedon,S,60,
CHRISADLAM,MULT,P209,209,KBO_VRPC_4,2,6/13/19,5:55:00,6:05:00,5:55:00,1,1,1,LAZB,Lazuli Bunting,Passerina amoena,S,120,
CHRISADLAM,MULT,P209,209,KBO_VRPC_4,2,6/13/19,5:55:00,6:05:00,5:56:00,2,2,1,STJA,Steller's Jay,Cyanocitta stelleri,C,60,
CHRISADLAM,MULT,P209,209,KBO_VRPC_4,2,6/13/19,5:55:00,6:05:00,5:56:00,2,2,1,WEWP,Western Wood-Pewee,Contopus sordidulus,S,120,
CHRISADLAM,MULT,P209,209,KBO_VRPC_4,2,6/13/19,5:55:00,6:05:00,5:56:00,2,2,1,SPTO,Spotted Towhee,Pipilo maculatus,C,60,
CHRISADLAM,MULT,P209,209,KBO_VRPC_4,2,6/13/19,5:55:00,6:05:00,5:59:00,5,5,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,S,110,
CHRISADLAM,MULT,P209,209,KBO_VRPC_4,2,6/13/19,5:55:00,6:05:00,6:02:00,8,8,1,RBNU,Red-breasted Nuthatch,Sitta canadensis,S,40,
CHRISADLAM,MULT,P209,209,KBO_VRPC_4,2,6/13/19,5:55:00,6:05:00,6:02:00,8,8,1,ACWO,Acorn Woodpecker,Melanerpes formicivorus,C,110,
CHRISADLAM,MULT,P209,209,KBO_VRPC_4,2,6/13/19,5:55:00,6:05:00,6:04:00,10,10,1,CAVI,Cassin's Vireo,Vireo cassinii,S,65,
CHRISADLAM,MULT,P209,209,KBO_VRPC_4,2,6/13/19,5:55:00,6:05:00,6:04:00,10,10,1,MOCH,Mountain Chickadee,Poecile gambeli,S,80,
CHRISADLAM,UN,P210,210,KBO_VRPC_4,1,6/15/19,6:15:00,6:25:00,6:15:00,1,1,1,WETA,Western Tanager,Piranga ludoviciana,S,150,
CHRISADLAM,UN,P210,210,KBO_VRPC_4,1,6/15/19,6:15:00,6:25:00,6:15:00,1,1,1,STJA,Steller's Jay,Cyanocitta stelleri,S,90,
CHRISADLAM,UN,P210,210,KBO_VRPC_4,1,6/15/19,6:15:00,6:25:00,6:15:00,1,1,1,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,S,75,
CHRISADLAM,UN,P210,210,KBO_VRPC_4,1,6/15/19,6:15:00,6:25:00,6:15:00,1,1,1,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,S,160,
CHRISADLAM,UN,P210,210,KBO_VRPC_4,1,6/15/19,6:15:00,6:25:00,6:18:00,4,4,1,ACWO,Acorn Woodpecker,Melanerpes formicivorus,C,200,O
CHRISADLAM,UN,P210,210,KBO_VRPC_4,1,6/15/19,6:15:00,6:25:00,6:21:00,7,7,1,BRCR,Brown Creeper,Certhia americana,C,35,
CHRISADLAM,UN,P210,210,KBO_VRPC_4,1,6/15/19,6:15:00,6:25:00,6:21:00,7,7,1,AMRO,American Robin,Turdus migratorius,C,45,
CHRISADLAM,UN,P210,210,KBO_VRPC_4,1,6/15/19,6:15:00,6:25:00,6:22:00,8,8,1,PSFL,Pacific-slope Flycatcher,Empidonax difficilis,S,60,
CHRISADLAM,UN,P210,210,KBO_VRPC_4,1,6/15/19,6:15:00,6:25:00,6:23:00,9,9,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,S,160,O
CHRISADLAM,UN,P210,210,KBO_VRPC_4,2,6/18/19,8:46:00,8:56:00,8:46:00,1,1,1,CAVI,Cassin's Vireo,Vireo cassinii,S,45,
CHRISADLAM,UN,P210,210,KBO_VRPC_4,2,6/18/19,8:46:00,8:56:00,8:46:00,1,1,1,CAVI,Cassin's Vireo,Vireo cassinii,S,85,
CHRISADLAM,UN,P210,210,KBO_VRPC_4,2,6/18/19,8:46:00,8:56:00,8:46:00,1,1,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,V,10,
CHRISADLAM,UN,P210,210,KBO_VRPC_4,2,6/18/19,8:46:00,8:56:00,8:46:00,1,1,1,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,S,110,
CHRISADLAM,UN,P210,210,KBO_VRPC_4,2,6/18/19,8:46:00,8:56:00,8:46:00,1,1,1,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,S,90,
CHRISADLAM,UN,P210,210,KBO_VRPC_4,2,6/18/19,8:46:00,8:56:00,8:47:00,2,2,1,HUVI,Hutton's Vireo,Vireo huttoni,S,60,
CHRISADLAM,UN,P210,210,KBO_VRPC_4,2,6/18/19,8:46:00,8:56:00,8:47:00,2,2,1,BRCR,Brown Creeper,Certhia americana,C,30,
CHRISADLAM,UN,P210,210,KBO_VRPC_4,2,6/18/19,8:46:00,8:56:00,8:47:00,2,2,2,STJA,Steller's Jay,Cyanocitta stelleri,C,150,
CHRISADLAM,UN,P210,210,KBO_VRPC_4,2,6/18/19,8:46:00,8:56:00,8:51:00,6,6,1,WETA,Western Tanager,Piranga ludoviciana,S,120,
CHRISADLAM,UN,P210,210,KBO_VRPC_4,2,6/18/19,8:46:00,8:56:00,8:51:00,6,6,1,NOFL,Northern Flicker,Colaptes auratus,S,180,
CHRISADLAM,UN,P216,216,KBO_VRPC_4,1,6/16/19,5:58:00,6:08:00,5:58:00,1,1,1,WETA,Western Tanager,Piranga ludoviciana,S,45,
CHRISADLAM,UN,P216,216,KBO_VRPC_4,1,6/16/19,5:58:00,6:08:00,5:58:00,1,1,1,CAVI,Cassin's Vireo,Vireo cassinii,S,55,
CHRISADLAM,UN,P216,216,KBO_VRPC_4,1,6/16/19,5:58:00,6:08:00,5:58:00,1,1,1,AMRO,American Robin,Turdus migratorius,S,75,
CHRISADLAM,UN,P216,216,KBO_VRPC_4,1,6/16/19,5:58:00,6:08:00,5:58:00,1,1,1,MOUQ,Mountain Quail,Oreortyx pictus,S,150,O
CHRISADLAM,UN,P216,216,KBO_VRPC_4,1,6/16/19,5:58:00,6:08:00,5:58:00,1,1,1,STJA,Steller's Jay,Cyanocitta stelleri,C,90,
CHRISADLAM,UN,P216,216,KBO_VRPC_4,1,6/16/19,5:58:00,6:08:00,6:01:00,4,4,1,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,S,40,
CHRISADLAM,UN,P216,216,KBO_VRPC_4,1,6/16/19,5:58:00,6:08:00,6:01:00,4,4,1,PSFL,Pacific-slope Flycatcher,Empidonax difficilis,S,130,
CHRISADLAM,UN,P216,216,KBO_VRPC_4,1,6/16/19,5:58:00,6:08:00,6:07:00,10,10,1,HUVI,Hutton's Vireo,Vireo huttoni,S,140,
CHRISADLAM,UN,P216,216,KBO_VRPC_4,2,6/17/19,5:45:00,5:55:00,5:45:00,1,1,1,CAVI,Cassin's Vireo,Vireo cassinii,S,90,
CHRISADLAM,UN,P216,216,KBO_VRPC_4,2,6/17/19,5:45:00,5:55:00,5:45:00,1,1,1,WETA,Western Tanager,Piranga ludoviciana,S,110,
CHRISADLAM,UN,P216,216,KBO_VRPC_4,2,6/17/19,5:45:00,5:55:00,5:45:00,1,1,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,S,160,
CHRISADLAM,UN,P216,216,KBO_VRPC_4,2,6/17/19,5:45:00,5:55:00,5:47:00,3,3,1,PSFL,Pacific-slope Flycatcher,Empidonax difficilis,C,75,
CHRISADLAM,UN,P216,216,KBO_VRPC_4,2,6/17/19,5:45:00,5:55:00,5:50:00,6,6,1,CBCH,Chestnut-backed Chickadee,Poecile rufescens,C,90,
CHRISADLAM,UN,P216,216,KBO_VRPC_4,2,6/17/19,5:45:00,5:55:00,5:54:00,10,10,1,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,S,80,
CHRISADLAM,UN,P217,217,KBO_VRPC_4,1,6/16/19,6:27:00,6:37:00,6:27:00,1,1,2,STJA,Steller's Jay,Cyanocitta stelleri,V,20,
CHRISADLAM,UN,P217,217,KBO_VRPC_4,1,6/16/19,6:27:00,6:37:00,6:27:00,1,1,1,BTYW,Black-throated Gray Warbler,Setophaga nigrescens,S,130,
CHRISADLAM,UN,P217,217,KBO_VRPC_4,1,6/16/19,6:27:00,6:37:00,6:27:00,1,1,1,WETA,Western Tanager,Piranga ludoviciana,S,140,
CHRISADLAM,UN,P217,217,KBO_VRPC_4,1,6/16/19,6:27:00,6:37:00,6:30:00,4,4,1,WETA,Western Tanager,Piranga ludoviciana,S,65,
CHRISADLAM,UN,P217,217,KBO_VRPC_4,1,6/16/19,6:27:00,6:37:00,6:33:00,7,7,1,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,S,80,
CHRISADLAM,UN,P217,217,KBO_VRPC_4,1,6/16/19,6:27:00,6:37:00,6:34:00,8,8,1,HUVI,Hutton's Vireo,Vireo huttoni,S,90,
