sum.taxonomy	EB01	EB02	EB03	EB04	EB05	EB06	EB07	EB08	EB09	EB10	EB11	EB12	EB13	EB14	EB15	EB16	EB17	EB18
Prokaryota;Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;NA;;;	4	0	7	3	1	1	5	3	0	86	28	15	24	17	11	15	4	21
Prokaryota;Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;NA;NA;Solirubrobacterales bacterium;	0	0	28	0	0	0	0	0	4	1	0	0	2	0	1	0	0	2
Prokaryota;Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Parviterribacteraceae;Parviterribacter;;	1	1	8	1	1	8	6	1	2	3	4	0	8	6	0	1	1	4
Prokaryota;Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Parviterribacteraceae;Parviterribacter;Parviterribacter kavangonensis;	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prokaryota;Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Parviterribacteraceae;Parviterribacter;Parviterribacter multiflagellatus;	0	0	0	0	0	2	2	2	0	0	0	0	7	0	0	3	0	0
Prokaryota;Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Parviterribacteraceae;Parviterribacter;Parviterribacter sp.;	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
Prokaryota;Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;;	1	0	1	0	0	0	0	1	2	64	32	11	22	43	7	29	8	18
Prokaryota;Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;Solirubrobacter sp. URHE0046;	0	0	2	0	3	22	0	0	0	0	0	0	0	0	0	1	0	0
Prokaryota;Bacteria;Armatimonadetes;Armatimonadia;Armatimonadales;Armatimonadaceae;Armatimonas;Armatimonas rosea;	3	4	0	0	0	0	0	0	0	2	2	2	2	5	2	4	0	2
Prokaryota;Bacteria;Armatimonadetes;Chthonomonadetes;Chthonomonadales;Chthonomonadaceae;Chthonomonas;Chthonomonas calidirosea;	6	0	67	6	7	90	83	32	29	44	20	6	0	20	5	29	13	15
Prokaryota;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;NA;benzene mineralizing consortium clone SB-5;	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	1
Prokaryota;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;NA;;;	0	0	3	0	0	1	5	0	0	0	0	0	0	0	0	3	0	1
Prokaryota;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas sp. feline oral taxon 110;	0	0	1	0	0	0	5	0	0	15	0	0	0	0	0	0	0	0
Prokaryota;Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Marinilabiliaceae;NA;;	1	0	5	1	0	10	8	1	0	2	1	0	1	1	0	0	2	1
Prokaryota;Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;NA;;;	0	0	0	4	2	7	4	2	0	1	0	0	0	3	0	1	1	1
Prokaryota;Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae;Sunxiuqinia;;	1	0	0	1	0	3	3	2	0	0	0	0	1	0	0	1	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;NA;;	0	0	4	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga;;	0	0	1	0	0	1	0	0	1	8	3	6	0	0	1	1	1	0
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga;Chitinophaga pinensis;	12	0	0	0	0	0	0	0	0	19	6	3	0	7	0	4	3	3
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga;Chitinophaga sp. AM20-66;	0	0	3	0	0	0	2	0	0	1	0	0	0	0	0	0	3	0
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga;Chitinophaga sp. AS20-54;	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga;Chitinophaga sp. BN130233;	1	33	404	69	199	69	114	130	179	3	2	3	0	2	0	0	0	0
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga;Chitinophaga sp. S136;	0	9	45	13	63	23	26	20	11	0	0	0	0	0	0	0	1	0
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Edaphobaculum;Edaphobaculum flavum;	0	0	2	3	5	6	4	6	0	0	0	0	1	0	0	0	0	4
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Ferruginibacter;;	9	0	0	0	0	2	0	0	0	32	17	9	8	14	19	10	19	20
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Ferruginibacter;Ferruginibacter lapsinanis;	0	3	5	0	4	3	1	1	1	0	2	1	0	0	0	0	3	0
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Ferruginibacter;Ferruginibacter paludis;	0	0	0	0	0	0	1	2	1	0	0	0	1	0	1	2	1	0
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Filimonas;Filimonas sp. BG6;	1	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flaviaesturariibacter;Flaviaesturariibacter sp.;	0	0	20	1	6	2	0	1	1	0	0	0	0	0	0	0	1	0
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavisolibacter;;	5	22	32	11	13	33	50	22	23	18	17	2	31	16	0	18	8	42
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavisolibacter;Flavisolibacter rigui;	0	15	35	7	11	9	19	17	20	0	0	0	0	0	0	0	0	0
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavisolibacter;Flavosolibacter sp. HU1-JC5;	0	3	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	5
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavitalea;;	0	0	40	0	0	0	2	4	3	3	9	1	3	3	2	0	1	5
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavitalea;Flavitalea sp.;	1	1	1	0	0	0	0	0	1	10	9	0	2	2	2	1	1	12
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavitalea;Flavitalea sp. AN120636;	0	0	11	0	0	0	0	1	0	0	1	0	13	0	0	7	0	14
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Lacibacter;;	0	2	1	0	0	0	2	0	1	2	0	0	0	1	0	0	1	0
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;NA;;	108	3	29	5	23	2	19	16	22	557	208	139	236	228	105	186	138	281
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;NA;Chitinophagaceae bacterium;	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;NA;Chitinophagaceae bacterium HU1-GB11;	0	11	14	3	0	1	5	3	4	1	0	0	0	1	0	0	0	0
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Niabella;;	0	63	12	11	13	12	15	16	12	0	0	0	0	14	0	0	0	0
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Niabella;Niabella ginsengisoli;	0	0	0	0	1	0	1	4	4	0	0	0	0	1	0	0	1	0
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Niastella;;	0	0	0	0	0	0	0	0	0	8	1	2	0	1	0	1	2	1
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Niastella;Niastella sp. YIM114;	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Panacibacter;Panacibacter ginsenosidivorans;	0	0	4	0	1	1	0	0	1	1	2	5	0	0	0	1	0	4
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Panacibacter;Panacibacter sp.;	0	1	3	4	0	2	0	0	0	1	2	0	0	0	0	0	1	0
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Parasegetibacter;Parasegetibacter terrae;	0	0	0	0	1	0	0	0	0	6	3	0	0	4	4	0	0	7
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Puia;Puia dinghuensis;	1	0	0	0	2	0	1	0	0	3	3	8	0	2	0	2	2	0
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Rurimicrobium;Rurimicrobium arvi;	0	0	2	2	1	1	0	5	12	2	1	0	2	3	0	1	3	2
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Sediminibacterium;;	4	1	2	6	2	5	11	5	14	4	3	18	1	3	5	1	2	5
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Sediminibacterium;Sediminibacterium aquarii;	6	0	0	0	0	0	0	0	0	16	3	8	0	9	8	1	1	13
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Sediminibacterium;Sediminibacterium goheungense;	0	0	0	1	0	6	1	2	0	0	0	0	0	0	1	0	0	0
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Sediminibacterium;Sediminibacterium salmoneum;	0	3	0	3	6	0	2	0	1	2	0	0	0	0	1	0	0	0
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Segetibacter;;	0	0	0	2	0	0	0	0	0	1	2	0	16	1	0	18	3	7
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Segetibacter;Segetibacter aerophilus;	0	0	0	0	1	0	0	0	0	5	11	1	10	2	0	27	0	36
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Segetibacter;Segetibacter koreensis;	1	21	22	12	6	10	24	31	49	2	6	0	1	7	0	9	3	12
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Taibaiella;;	5	1	0	1	0	0	3	0	0	4	2	2	8	2	2	9	1	5
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Terrimonas;;	11	0	0	0	0	0	0	0	14	81	12	20	18	29	8	15	19	17
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Terrimonas;Terrimonas aquatica;	1	0	0	0	0	0	0	6	0	7	1	2	1	1	5	0	2	1
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Terrimonas;Terrimonas arctica;	0	0	0	1	0	1	1	0	0	0	0	0	0	3	0	9	0	2
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Terrimonas;Terrimonas sp.;	1	16	50	3	107	9	0	9	27	29	2	4	3	19	0	1	3	6
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Terrimonas;Terrimonas sp. CB 286475;	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3
Prokaryota;Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Terrimonas;Terrimonas sp. M1-33108;	0	0	0	0	2	0	0	1	1	2	1	3	0	0	3	1	0	0
Prokaryota;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Catalimonadaceae;Tunicatimonas;Tunicatimonas pelagia;	0	1	2	1	2	0	3	8	6	0	0	0	5	0	0	0	0	0
Prokaryota;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Cytophaga;;	0	1	15	1	4	0	3	5	10	0	0	0	0	0	0	0	0	0
Prokaryota;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Dyadobacter;;	0	1	18	0	0	0	0	1	12	1	1	0	0	0	0	3	0	6
Prokaryota;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Dyadobacter;Dyadobacter sp. Aws11;	2	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0
Prokaryota;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Flexibacter;Flexibacter flexilis;	0	0	0	0	0	0	12	0	0	7	0	1	0	2	15	0	1	4
Prokaryota;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Larkinella;;	0	0	0	0	0	0	1	0	0	0	0	0	2	1	1	0	0	1
Prokaryota;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Larkinella;Larkinella sp. 15J6-3T6;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prokaryota;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Larkinella;Larkinella sp. 15J8-8;	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Prokaryota;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;NA;;	0	0	1	1	1	6	1	8	2	5	1	1	5	1	1	1	2	2
Prokaryota;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Ohtaekwangia;;	0	0	5	0	0	0	0	0	2	2	0	0	1	0	0	4	0	6
Prokaryota;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Ohtaekwangia;Ohtaekwangia koreensis;	0	5	1	1	5	0	0	2	2	0	0	0	2	2	1	0	6	4
Prokaryota;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Spirosoma;;	0	2	1	0	0	0	0	0	2	0	1	1	2	1	0	2	1	4
Prokaryota;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Fulvivirga;;	0	0	12	0	0	3	5	5	1	0	0	0	0	0	0	0	0	0
Prokaryota;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Fulvivirga;Fulvivirga lutimaris;	0	0	1	3	1	8	15	11	0	1	0	0	0	0	0	0	0	0
Prokaryota;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;NA;;	0	2	3	0	0	0	0	1	4	0	1	0	0	0	1	1	0	1
Prokaryota;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter;;	1	4	2	11	2	0	5	15	7	1	0	1	9	0	0	2	0	13
Prokaryota;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter;Adhaeribacter aerolatus;	1	1	2	2	2	5	8	15	16	0	0	1	0	0	0	0	0	0
Prokaryota;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter;Adhaeribacter aquaticus;	0	0	0	0	0	0	0	0	2	0	0	0	99	3	0	2	0	58
Prokaryota;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter;;	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	1	1
Prokaryota;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter;Hymenobacter sp. 9PNM-21;	0	56	37	1	7	1	0	4	12	1	2	0	1	2	0	4	1	0
Prokaryota;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;NA;;	0	43	80	0	58	0	0	2	19	0	0	0	0	0	0	0	1	0
Prokaryota;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;NA;;;	0	28	39	2	7	0	0	2	2	1	0	0	4	10	0	1	3	4
Prokaryota;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;NA;Chryseolinea;Chryseolinea serpens;	0	2	9	0	3	0	17	5	6	8	4	0	0	2	6	0	4	1
Prokaryota;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Owenweeksia;;	0	0	15	10	23	9	29	26	16	0	1	0	0	0	0	0	0	0
Prokaryota;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Owenweeksia;Owenweeksia hongkongensis;	0	0	4	2	3	1	3	2	5	4	0	1	0	2	0	0	1	0
Prokaryota;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Salibacter;Salibacter halophilus;	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Prokaryota;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;;	0	0	1	3	6	6	13	9	3	0	0	0	0	0	0	1	0	0
Prokaryota;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;;	4	0	1	0	1	0	0	0	0	13	1	29	6	2	9	2	3	23
Prokaryota;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium buctense;	0	0	5	0	0	1	3	1	6	0	0	0	0	0	0	0	0	3
Prokaryota;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium sp.;	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
Prokaryota;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium sp. HME6645;	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;NA;Flavobacteria symbiont 5 of Acromyrmex otcospinosus;	0	0	6	0	1	0	0	2	9	5	7	8	0	0	1	0	4	0
NA;NA;NA;NA;;NA;;;	28	0	1	0	0	0	0	0	0	149	42	44	12	49	33	33	32	38
Prokaryota;Bacteria;Bacteroidetes;Saprospiria;Saprospirales;Haliscomenobacteraceae;Haliscomenobacter;;	0	1	10	0	3	0	2	1	11	0	2	1	0	4	0	0	0	0
Prokaryota;Bacteria;Bacteroidetes;Saprospiria;Saprospirales;Lewinellaceae;Lewinella;;	3	0	0	0	0	0	0	1	0	5	0	0	2	0	0	1	1	2
Prokaryota;Bacteria;Bacteroidetes;Saprospiria;Saprospirales;Lewinellaceae;Lewinella;Lewinella cohaerens;	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Prokaryota;Bacteria;Bacteroidetes;Saprospiria;Saprospirales;Lewinellaceae;Lewinella;Lewinella nigricans;	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Prokaryota;Bacteria;Bacteroidetes;Saprospiria;Saprospirales;NA;;;	0	1	3	3	6	0	7	4	2	17	1	1	6	3	4	4	0	3
Prokaryota;Bacteria;Bacteroidetes;Saprospiria;Saprospirales;Saprospiraceae;NA;;	0	0	19	0	0	0	1	0	6	2	0	0	0	0	0	0	0	1
Prokaryota;Bacteria;Bacteroidetes;Saprospiria;Saprospirales;Saprospiraceae;NA;Saprospiraceae bacterium enrichment culture clone Lt-H9;	0	2	8	3	6	0	3	1	2	0	0	0	0	0	1	0	0	0
Prokaryota;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;NA;;;	16	0	4	0	1	0	0	4	6	46	14	16	5	36	19	6	7	18
Prokaryota;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;NA;NA;Sphingobacteriales bacterium TP498;	23	0	1	1	0	0	1	0	1	82	20	44	0	35	23	7	19	9
Prokaryota;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;NA;NA;Sphingobacteriales bacterium TP524;	2	0	0	0	12	0	0	0	0	5	0	0	1	1	0	0	1	2
Prokaryota;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;;	36	0	0	0	0	0	0	0	0	91	40	68	3	9	50	21	11	24
Prokaryota;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;Mucilaginibacter gracilis;	0	1	9	0	2	0	1	5	3	0	0	0	0	0	0	0	0	1
Prokaryota;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;Mucilaginibacter gynuensis;	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prokaryota;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;Mucilaginibacter sp. BR5-28;	0	15	98	0	12	0	0	24	54	0	0	0	0	0	0	0	0	0
Prokaryota;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;Mucilaginibacter sp. HME7565;	1	0	0	0	0	0	0	1	0	7	0	2	0	0	0	0	0	0
Prokaryota;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;Mucilaginibacter sp. J1U2;	1	7	7	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0
Prokaryota;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;Mucilaginibacter sp. M0-13;	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Prokaryota;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;NA;;	12	6	25	0	0	0	1	2	19	27	2	31	3	4	13	10	8	10
Prokaryota;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;NA;Sphingobacteriaceae bacterium BR5-29;	6	1	0	2	1	1	5	2	4	25	3	7	0	0	7	5	1	1
Prokaryota;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;NA;Sphingobacteriaceae bacterium enrichment culture clone hao06;	5	0	1	0	0	0	0	0	1	21	0	1	1	10	0	0	2	2
Prokaryota;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;NA;Sphingobacteriaceae bacterium HP2I;	0	0	0	0	1	0	0	1	2	1	0	2	0	0	0	0	0	0
Prokaryota;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;NA;Sphingobacteriaceae bacterium Tibet-IIK55;	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	1	0
Prokaryota;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;;	3	0	0	0	0	0	0	0	2	25	4	3	14	6	10	11	2	15
Prokaryota;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;Pedobacter sp. AR-382;	0	0	4	1	0	7	8	1	29	2	0	0	1	2	1	0	0	0
Prokaryota;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;Pedobacter sp. FGR-05;	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2
Prokaryota;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Solitalea;;	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Prokaryota;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Solitalea;Solitalea koreensis;	9	0	0	0	0	0	0	1	2	28	2	5	0	22	2	2	5	4
Prokaryota;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium sp. P-38;	0	0	0	0	0	0	2	0	0	6	2	0	3	3	1	1	0	7
Prokaryota;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium sp. P-7;	0	37	93	37	59	50	34	71	90	2	0	0	0	0	0	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;Vampirovibrio;Vampirovibrio chlorellavorus;	1	0	0	1	0	0	6	0	3	0	3	0	0	0	0	0	0	0
Prokaryota;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Bellilinea;Bellilinea caldifistulae;	0	1	7	0	4	0	10	4	4	0	0	0	0	0	0	0	0	0
Prokaryota;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Brevefilum;Brevefilum fermentans;	0	0	0	0	0	0	0	1	1	8	5	0	2	2	1	4	5	8
Prokaryota;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Leptolinea;Leptolinea tardivitalis;	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0
Prokaryota;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Levilinea;Levilinea saccharolytica;	1	3	7	2	0	0	2	7	10	0	0	0	0	0	0	0	0	0
Prokaryota;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Longilinea;Longilinea arvoryzae;	1	0	0	0	0	0	0	0	0	20	2	0	0	5	1	1	1	1
Prokaryota;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;NA;;	5	0	0	0	0	0	6	0	1	31	15	3	3	9	3	19	3	2
Prokaryota;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;NA;Anaerolineaceae bacterium enrichment culture;	0	3	4	28	2	24	99	63	36	0	0	0	1	2	1	0	0	0
Prokaryota;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;NA;Anaerolineaceae bacterium enrichment culture clone B6_39;	0	0	14	2	0	0	2	10	5	0	0	0	3	0	0	0	0	0
Prokaryota;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Ornatilinea;Ornatilinea apprima;	0	12	17	29	19	64	142	126	43	13	12	1	0	6	2	4	2	1
Prokaryota;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Thermanaerothrix;Thermanaerothrix daxensis;	0	0	0	3	0	1	0	1	0	24	1	0	5	6	6	10	2	8
Prokaryota;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Thermomarinilinea;Thermomarinilinea lacunifontana;	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;NA;;	0	0	0	3	0	0	0	0	0	2	1	1	9	6	1	2	1	3
